Sea,Date,HID,AID,Open,OddsH,OddsA,HSC,ASC,H,A,S_H,PPG_H,PIM_H,FOW_H,HIT_H,TAK_H,GIV_H,BLK_H,S_A,PPG_A,PIM_A,FOW_A,HIT_A,TAK_A,GIV_A,BLK_A
2010,2011-01-21,17,6,2011-01-20,1.77,2.22,2,3,False,True,29,1,6.0,34,20.0,26.0,13.0,10.0,31,0,6.0,25,17.0,5.0,1.0,12.0
2010,2011-01-21,22,5,2011-01-20,1.87,2.08,1,5,False,True,33,0,10.0,21,24.0,11.0,3.0,14.0,28,0,4.0,27,5.0,15.0,1.0,8.0
2010,2011-01-21,8,4,2011-01-20,2.27,1.74,2,4,False,True,32,0,6.0,26,31.0,9.0,19.0,14.0,24,1,8.0,26,23.0,13.0,11.0,16.0
2010,2011-01-21,26,28,2011-01-20,1.71,2.33,0,2,False,True,36,0,6.0,27,26.0,1.0,8.0,11.0,15,1,12.0,24,34.0,6.0,18.0,16.0
2010,2011-01-21,12,18,2011-01-20,2.29,1.73,2,0,True,False,20,0,7.0,22,10.0,9.0,5.0,8.0,23,0,13.0,27,23.0,5.0,2.0,2.0
2010,2011-01-21,27,21,2011-01-20,2.03,1.91,5,2,True,False,37,0,9.0,30,31.0,9.0,18.0,15.0,28,0,9.0,19,23.0,6.0,10.0,20.0
2010,2011-01-21,23,31,2011-01-20,1.57,2.64,2,4,False,True,40,0,6.0,32,27.0,1.0,13.0,10.0,33,1,8.0,21,17.0,2.0,4.0,15.0
2010,2011-01-21,0,13,2011-01-20,1.85,2.11,4,1,True,False,39,1,24.0,26,42.0,10.0,10.0,7.0,40,0,24.0,33,26.0,9.0,10.0,10.0
2010,2011-01-21,15,30,2011-01-20,1.38,3.43,6,2,True,False,23,2,57.0,31,29.0,7.0,7.0,16.0,27,0,69.0,28,17.0,7.0,3.0,7.0
2010,2011-01-21,9,1,2011-01-20,2.33,1.7,1,2,False,True,25,0,4.0,21,24.0,11.0,7.0,8.0,24,0,12.0,34,19.0,17.0,9.0,20.0
2010,2011-01-22,10,16,2011-01-21,1.73,2.29,1,4,False,True,37,0,6.0,42,21.0,5.0,12.0,8.0,33,2,4.0,28,27.0,8.0,8.0,17.0
2010,2011-01-22,22,23,2011-01-21,1.91,2.03,2,6,False,True,34,0,23.0,32,33.0,6.0,5.0,18.0,40,1,15.0,34,15.0,7.0,1.0,7.0
2010,2011-01-22,15,12,2011-01-21,1.39,3.38,1,3,False,True,27,0,8.0,24,21.0,8.0,10.0,15.0,22,1,6.0,21,14.0,10.0,12.0,20.0
2010,2011-01-22,20,6,2011-01-21,1.76,2.24,1,2,False,True,30,0,4.0,33,31.0,6.0,3.0,19.0,21,0,14.0,28,29.0,7.0,6.0,14.0
2010,2011-01-22,30,24,2011-01-21,1.99,1.95,1,7,False,True,34,0,23.0,32,26.0,7.0,11.0,12.0,35,2,13.0,23,20.0,11.0,11.0,11.0
2010,2011-01-22,2,4,2011-01-21,1.95,1.99,7,4,True,False,19,1,11.0,28,23.0,6.0,15.0,6.0,21,0,11.0,35,22.0,7.0,9.0,12.0
2010,2011-01-22,31,9,2011-01-21,1.47,2.98,2,5,False,True,38,0,4.0,27,17.0,4.0,11.0,5.0,29,1,6.0,40,14.0,4.0,7.0,16.0
2010,2011-01-23,16,15,2011-01-22,1.7,2.35,1,4,False,True,31,0,14.0,27,30.0,10.0,10.0,11.0,34,0,14.0,34,33.0,6.0,6.0,18.0
2010,2011-01-23,6,17,2011-01-22,1.64,2.48,7,1,True,False,39,1,6.0,31,19.0,8.0,10.0,10.0,22,0,6.0,27,22.0,6.0,7.0,16.0
2010,2011-01-23,7,19,2011-01-22,1.61,2.54,4,3,True,False,42,1,10.0,35,22.0,11.0,13.0,11.0,26,2,8.0,29,16.0,8.0,11.0,13.0
2010,2011-01-23,12,20,2011-01-22,1.78,2.2,5,2,True,False,23,2,2.0,29,19.0,5.0,7.0,8.0,26,0,6.0,27,9.0,2.0,3.0,7.0
2010,2011-01-23,18,0,2011-01-22,1.53,2.75,3,2,True,False,31,1,24.0,29,36.0,3.0,2.0,18.0,26,0,22.0,31,27.0,1.0,4.0,11.0
2010,2011-01-23,9,31,2011-01-22,2.02,1.92,3,5,False,True,34,1,6.0,28,27.0,8.0,10.0,15.0,23,1,10.0,26,20.0,16.0,8.0,16.0
2010,2011-01-23,28,26,2011-01-22,1.7,2.34,3,4,False,True,26,1,6.0,29,42.0,5.0,6.0,14.0,33,0,4.0,41,32.0,1.0,3.0,18.0
2010,2011-01-23,17,13,2011-01-22,1.94,2.01,2,3,False,True,22,0,9.0,30,18.0,20.0,2.0,21.0,31,0,11.0,22,20.0,12.0,2.0,15.0
2010,2011-01-23,29,25,2011-01-22,1.59,2.59,2,5,False,True,21,1,39.0,24,23.0,5.0,2.0,13.0,30,1,25.0,29,32.0,5.0,3.0,19.0
2010,2011-01-23,27,1,2011-01-22,2.19,1.79,1,4,False,True,36,0,7.0,32,27.0,11.0,9.0,10.0,31,0,11.0,26,33.0,7.0,6.0,27.0
2010,2011-01-23,3,2,2011-01-22,1.43,3.14,3,4,False,True,44,0,17.0,48,15.0,7.0,7.0,17.0,33,1,13.0,30,24.0,6.0,4.0,19.0
2010,2011-01-24,8,5,2011-01-23,2.41,1.67,2,3,False,True,24,0,10.0,22,18.0,14.0,16.0,21.0,28,1,8.0,33,15.0,8.0,20.0,13.0
2010,2011-01-25,3,4,2011-01-24,1.56,2.69,7,1,True,False,36,3,26.0,40,23.0,8.0,6.0,11.0,26,0,32.0,25,30.0,3.0,3.0,14.0
2010,2011-01-25,26,23,2011-01-24,1.84,2.12,2,0,True,False,34,1,11.0,34,27.0,6.0,17.0,18.0,34,0,11.0,31,35.0,2.0,11.0,15.0
2010,2011-01-25,22,29,2011-01-24,1.74,2.27,4,3,True,False,32,2,11.0,31,27.0,12.0,8.0,13.0,24,0,15.0,30,15.0,11.0,8.0,10.0
2010,2011-01-25,0,27,2011-01-24,1.56,2.67,6,4,True,False,28,2,32.0,26,30.0,10.0,9.0,15.0,30,1,25.0,30,11.0,8.0,6.0,18.0
2010,2011-01-25,1,13,2011-01-24,1.62,2.52,1,2,False,True,23,0,6.0,32,30.0,13.0,6.0,10.0,29,0,6.0,24,23.0,10.0,2.0,18.0
2010,2011-01-25,2,5,2011-01-24,1.98,1.96,3,1,True,False,27,2,10.0,25,9.0,4.0,10.0,12.0,24,0,10.0,28,12.0,8.0,4.0,15.0
2010,2011-01-26,13,20,2011-01-25,1.55,2.71,3,4,False,True,35,1,2.0,28,29.0,5.0,6.0,11.0,17,0,8.0,34,25.0,3.0,3.0,16.0
2010,2011-01-26,18,9,2011-01-25,1.37,3.53,1,0,True,False,31,0,16.0,23,29.0,5.0,5.0,16.0,29,0,16.0,24,21.0,3.0,2.0,10.0
2010,2011-01-26,25,21,2011-01-25,1.91,2.04,2,3,False,True,37,2,10.0,35,37.0,5.0,3.0,6.0,22,2,15.0,25,19.0,4.0,2.0,19.0
2010,2011-01-26,15,24,2011-01-25,1.52,2.8,5,2,True,False,35,3,28.0,33,20.0,11.0,8.0,31.0,31,0,12.0,44,19.0,6.0,9.0,8.0
2010,2011-01-26,30,31,2011-01-25,2.02,1.92,2,3,False,True,29,1,2.0,32,25.0,10.0,8.0,14.0,26,0,6.0,24,22.0,14.0,14.0,16.0
2010,2011-01-26,6,27,2011-01-25,1.55,2.7,2,0,True,False,31,1,21.0,32,19.0,12.0,11.0,20.0,26,0,17.0,32,20.0,6.0,6.0,20.0
2010,2011-01-26,16,19,2011-01-25,1.5,2.86,2,4,False,True,33,1,6.0,29,28.0,12.0,8.0,11.0,22,0,4.0,27,38.0,7.0,3.0,16.0
2010,2011-01-26,28,8,2011-01-25,1.42,3.22,3,4,False,True,27,1,6.0,35,24.0,2.0,3.0,16.0,35,1,6.0,18,19.0,4.0,1.0,17.0
2010,2011-01-27,22,28,2011-01-26,1.8,2.17,2,5,False,True,31,0,20.0,44,13.0,10.0,3.0,10.0,37,1,10.0,26,15.0,14.0,4.0,6.0
2010,2011-01-27,4,8,2011-01-26,1.42,3.22,3,1,True,False,21,1,54.0,35,31.0,10.0,5.0,16.0,35,1,42.0,16,34.0,2.0,3.0,15.0
2010,2011-01-27,26,7,2011-01-26,1.77,2.22,3,2,True,False,20,0,6.0,25,33.0,6.0,18.0,17.0,24,0,0.0,18,30.0,6.0,13.0,22.0
2010,2011-01-27,3,5,2011-01-26,1.59,2.59,2,1,True,False,35,0,10.0,27,16.0,5.0,3.0,10.0,27,0,6.0,26,21.0,5.0,3.0,19.0
2010,2011-01-27,2,29,2011-01-26,1.73,2.3,4,1,True,False,20,2,4.0,25,21.0,4.0,14.0,17.0,29,0,6.0,33,20.0,6.0,3.0,11.0
2010,2011-01-27,23,20,2011-01-26,1.51,2.84,2,1,True,False,35,0,2.0,32,23.0,8.0,11.0,9.0,35,0,2.0,24,29.0,11.0,11.0,19.0
2010,2011-01-27,17,1,2011-01-26,2.14,1.83,1,0,True,False,24,0,6.0,25,17.0,17.0,6.0,20.0,36,0,4.0,29,13.0,10.0,8.0,6.0
2010,2011-01-27,10,12,2011-01-26,1.44,3.1,3,1,True,False,29,0,6.0,36,22.0,10.0,8.0,15.0,24,0,6.0,22,16.0,5.0,6.0,8.0
2010,2011-01-27,9,0,2011-01-26,2.05,1.89,2,4,False,True,25,0,15.0,30,14.0,12.0,17.0,10.0,31,0,15.0,27,19.0,16.0,8.0,18.0
2010,2011-02-02,19,26,2011-02-01,1.81,2.17,1,0,True,False,25,0,4.0,20,15.0,5.0,6.0,25.0,27,0,4.0,37,9.0,1.0,7.0,12.0
2010,2011-02-02,7,28,2011-02-01,1.68,2.39,5,3,True,False,38,1,16.0,31,13.0,9.0,12.0,14.0,36,1,6.0,30,18.0,9.0,10.0,13.0
2010,2011-02-02,4,3,2011-02-01,1.99,1.95,1,4,False,True,26,0,6.0,47,48.0,7.0,6.0,16.0,26,2,10.0,27,18.0,8.0,6.0,16.0
2010,2011-02-02,5,2,2011-02-01,1.58,2.62,2,3,False,True,27,1,10.0,27,21.0,8.0,11.0,11.0,28,0,6.0,19,17.0,6.0,16.0,16.0
2010,2011-02-02,6,15,2011-02-01,2.07,1.88,4,0,True,False,22,0,8.0,38,21.0,6.0,7.0,16.0,38,0,4.0,36,26.0,4.0,12.0,11.0
2010,2011-02-02,1,24,2011-02-01,1.59,2.59,2,3,False,True,29,1,12.0,31,20.0,7.0,7.0,13.0,38,0,6.0,28,16.0,9.0,7.0,20.0
2010,2011-02-02,13,18,2011-02-01,1.88,2.07,3,4,False,True,29,1,11.0,38,37.0,11.0,5.0,10.0,26,1,23.0,25,36.0,6.0,1.0,17.0
2010,2011-02-02,17,9,2011-02-01,1.58,2.61,1,4,False,True,26,0,2.0,30,21.0,19.0,11.0,17.0,33,1,2.0,31,12.0,16.0,5.0,10.0
2010,2011-02-02,0,23,2011-02-01,1.9,2.05,2,3,False,True,26,1,5.0,25,32.0,11.0,5.0,13.0,33,0,13.0,37,23.0,4.0,2.0,23.0
2010,2011-02-02,12,30,2011-02-01,1.62,2.5,2,1,True,False,33,0,6.0,22,11.0,13.0,8.0,8.0,16,1,2.0,21,6.0,7.0,1.0,5.0
2010,2011-02-02,27,20,2011-02-01,1.86,2.1,4,3,True,False,25,1,8.0,26,31.0,5.0,16.0,24.0,33,2,8.0,29,23.0,7.0,10.0,15.0
2010,2011-02-02,25,16,2011-02-01,2.18,1.8,4,7,False,True,33,0,13.0,35,32.0,4.0,1.0,8.0,27,1,15.0,27,24.0,3.0,2.0,17.0
2010,2011-02-03,30,10,2011-02-02,2.41,1.67,5,7,False,True,34,1,16.0,27,21.0,8.0,14.0,13.0,38,2,4.0,32,19.0,3.0,12.0,10.0
2010,2011-02-03,28,3,2011-02-02,2.06,1.89,0,6,False,True,23,0,12.0,25,32.0,8.0,5.0,10.0,33,0,4.0,26,24.0,3.0,4.0,24.0
2010,2011-02-03,18,9,2011-02-02,1.36,3.57,3,0,True,False,23,1,29.0,35,27.0,6.0,4.0,25.0,20,0,39.0,28,21.0,1.0,7.0,15.0
2010,2011-02-03,21,7,2011-02-02,1.8,2.17,3,4,False,True,30,1,4.0,19,26.0,3.0,8.0,5.0,28,1,8.0,32,17.0,3.0,7.0,16.0
2010,2011-02-03,8,26,2011-02-02,2.26,1.74,1,3,False,True,33,0,10.0,27,19.0,6.0,13.0,16.0,26,2,12.0,32,13.0,11.0,13.0,17.0
2010,2011-02-04,17,2,2011-02-03,1.9,2.05,2,4,False,True,24,0,6.0,23,21.0,9.0,13.0,17.0,24,0,4.0,16,16.0,4.0,6.0,20.0
2010,2011-02-04,13,12,2011-02-03,1.55,2.71,2,3,False,True,27,1,11.0,23,23.0,12.0,2.0,12.0,18,0,17.0,39,23.0,8.0,3.0,7.0
2010,2011-02-04,15,5,2011-02-03,1.61,2.54,3,2,True,False,29,1,9.0,30,17.0,7.0,7.0,11.0,28,1,9.0,23,23.0,7.0,3.0,15.0
2010,2011-02-04,23,4,2011-02-03,1.62,2.51,6,3,True,False,35,0,51.0,22,22.0,4.0,5.0,13.0,33,0,38.0,42,27.0,7.0,7.0,13.0
2010,2011-02-04,22,19,2011-02-03,1.8,2.18,3,4,False,True,41,0,11.0,26,27.0,19.0,5.0,9.0,25,0,11.0,27,26.0,4.0,4.0,8.0
2010,2011-02-04,27,0,2011-02-03,1.97,1.97,3,0,True,False,41,0,11.0,32,16.0,9.0,16.0,28.0,27,0,11.0,25,24.0,3.0,12.0,13.0
2010,2011-02-05,6,1,2011-02-04,1.87,2.08,2,5,False,True,25,1,18.0,27,29.0,6.0,11.0,14.0,36,1,20.0,41,19.0,8.0,8.0,13.0
2010,2011-02-05,12,20,2011-02-04,1.72,2.3,3,4,False,True,31,0,2.0,30,12.0,9.0,6.0,7.0,29,1,6.0,31,11.0,9.0,5.0,12.0
2010,2011-02-05,18,31,2011-02-04,1.53,2.76,3,2,True,False,39,0,16.0,26,54.0,3.0,6.0,12.0,29,0,14.0,32,39.0,1.0,5.0,9.0
2010,2011-02-05,10,25,2011-02-04,1.42,3.22,0,3,False,True,34,0,6.0,22,19.0,12.0,11.0,11.0,24,0,12.0,28,24.0,8.0,6.0,12.0
2010,2011-02-05,22,21,2011-02-04,1.84,2.12,0,3,False,True,25,0,12.0,20,22.0,17.0,4.0,12.0,29,1,6.0,25,19.0,7.0,3.0,20.0
2010,2011-02-05,29,8,2011-02-04,1.48,2.93,5,3,True,False,26,1,13.0,26,28.0,14.0,2.0,18.0,32,0,13.0,33,20.0,6.0,2.0,18.0
2010,2011-02-05,23,7,2011-02-04,1.67,2.39,0,2,False,True,26,0,7.0,21,29.0,2.0,6.0,13.0,18,1,13.0,23,29.0,9.0,8.0,25.0
2010,2011-02-05,3,16,2011-02-04,1.62,2.51,4,3,True,False,32,2,12.0,37,17.0,7.0,8.0,16.0,45,0,10.0,23,21.0,5.0,4.0,21.0
2010,2011-02-06,6,29,2011-02-05,1.69,2.37,4,3,True,False,40,1,8.0,25,29.0,14.0,12.0,16.0,32,1,10.0,33,19.0,5.0,1.0,12.0
2010,2011-02-06,1,18,2011-02-05,1.8,2.17,3,0,True,False,24,0,9.0,32,30.0,7.0,10.0,18.0,22,0,13.0,17,26.0,8.0,2.0,15.0
2010,2011-02-06,2,26,2011-02-05,1.81,2.16,3,4,False,True,35,1,8.0,36,19.0,4.0,13.0,18.0,33,1,8.0,34,16.0,3.0,5.0,16.0
2010,2011-02-06,28,19,2011-02-05,1.72,2.3,1,0,True,False,41,0,8.0,32,29.0,2.0,3.0,10.0,25,0,6.0,27,30.0,4.0,4.0,15.0
2010,2011-02-06,5,10,2011-02-05,1.82,2.15,3,0,True,False,29,1,12.0,35,16.0,13.0,7.0,10.0,35,0,10.0,21,11.0,6.0,9.0,13.0
2010,2011-02-06,15,4,2011-02-05,1.54,2.74,3,1,True,False,32,0,6.0,33,24.0,4.0,7.0,24.0,31,0,4.0,33,21.0,6.0,5.0,15.0
2010,2011-02-06,0,17,2011-02-05,1.58,2.61,4,3,True,False,37,1,16.0,42,26.0,4.0,5.0,15.0,37,0,12.0,28,17.0,5.0,8.0,13.0
2010,2011-02-06,9,30,2011-02-05,1.73,2.28,5,3,True,False,38,1,23.0,28,29.0,12.0,7.0,22.0,23,0,17.0,33,17.0,11.0,5.0,14.0
2010,2011-02-06,31,27,2011-02-05,1.54,2.73,6,2,True,False,43,2,13.0,30,20.0,9.0,9.0,16.0,25,0,15.0,37,19.0,3.0,13.0,18.0
2010,2011-02-06,25,8,2011-02-05,1.52,2.78,4,3,True,False,34,0,12.0,28,29.0,6.0,4.0,12.0,26,0,8.0,18,17.0,6.0,0.0,10.0
2010,2011-02-08,2,16,2011-02-07,2.0,1.94,3,1,True,False,28,1,8.0,29,12.0,3.0,17.0,20.0,23,0,8.0,22,16.0,6.0,3.0,20.0
2010,2011-02-08,3,30,2011-02-07,1.29,4.12,4,2,True,False,30,0,23.0,27,24.0,7.0,3.0,12.0,33,0,11.0,21,18.0,5.0,2.0,15.0
2010,2011-02-08,28,22,2011-02-07,1.61,2.54,3,0,True,False,26,1,17.0,24,25.0,3.0,2.0,11.0,26,0,15.0,29,32.0,3.0,4.0,13.0
2010,2011-02-08,5,8,2011-02-07,1.36,3.57,0,4,False,True,37,0,2.0,32,14.0,6.0,12.0,9.0,22,0,10.0,17,20.0,4.0,9.0,17.0
2010,2011-02-08,10,13,2011-02-07,1.58,2.61,3,2,True,False,35,0,10.0,32,25.0,7.0,9.0,11.0,47,0,4.0,29,27.0,1.0,8.0,14.0
2010,2011-02-08,27,17,2011-02-07,1.75,2.26,5,4,True,False,32,1,14.0,34,26.0,10.0,13.0,13.0,34,2,10.0,28,24.0,5.0,9.0,22.0
2010,2011-02-09,12,0,2011-02-08,1.82,2.15,3,2,True,False,34,0,11.0,34,8.0,3.0,5.0,7.0,22,2,5.0,29,8.0,2.0,1.0,12.0
2010,2011-02-09,9,27,2011-02-08,1.79,2.19,3,5,False,True,34,1,10.0,21,24.0,16.0,7.0,11.0,26,0,8.0,28,26.0,13.0,3.0,20.0
2010,2011-02-09,18,25,2011-02-08,1.45,3.08,1,4,False,True,33,1,22.0,33,36.0,1.0,3.0,11.0,25,0,21.0,22,30.0,2.0,5.0,10.0
2010,2011-02-09,1,7,2011-02-08,1.69,2.36,0,2,False,True,25,0,2.0,25,21.0,14.0,7.0,16.0,36,0,4.0,36,21.0,6.0,6.0,25.0
2010,2011-02-09,20,29,2011-02-08,1.79,2.2,1,2,False,True,31,1,15.0,29,28.0,7.0,5.0,13.0,28,0,13.0,18,40.0,5.0,2.0,14.0
2010,2011-02-09,6,31,2011-02-08,1.75,2.26,4,7,False,True,34,1,26.0,33,29.0,9.0,13.0,16.0,28,1,16.0,32,18.0,7.0,5.0,18.0
2010,2011-02-10,3,21,2011-02-09,1.47,2.97,3,4,False,True,38,1,4.0,34,19.0,15.0,4.0,9.0,24,0,2.0,20,26.0,6.0,2.0,18.0
2010,2011-02-10,2,30,2011-02-09,1.47,2.97,5,2,True,False,35,3,8.0,29,21.0,7.0,12.0,12.0,26,0,22.0,20,11.0,8.0,9.0,22.0
2010,2011-02-10,4,28,2011-02-09,1.74,2.28,2,3,False,True,18,0,12.0,27,31.0,6.0,6.0,16.0,35,2,8.0,25,31.0,6.0,6.0,18.0
2010,2011-02-10,8,16,2011-02-09,2.52,1.62,1,4,False,True,24,0,30.0,27,16.0,4.0,9.0,8.0,26,1,4.0,24,10.0,9.0,13.0,13.0
2010,2011-02-10,23,24,2011-02-09,1.59,2.58,8,6,True,False,34,1,85.0,31,27.0,4.0,3.0,6.0,33,4,81.0,29,21.0,0.0,1.0,7.0
2010,2011-02-10,25,7,2011-02-09,2.04,1.91,2,3,False,True,44,2,6.0,21,40.0,6.0,3.0,15.0,32,0,8.0,36,17.0,4.0,0.0,19.0
2010,2011-02-10,10,5,2011-02-09,1.63,2.48,1,4,False,True,35,0,4.0,38,29.0,7.0,9.0,10.0,30,1,6.0,24,22.0,7.0,4.0,20.0
2010,2011-02-10,19,22,2011-02-09,1.61,2.54,3,2,True,False,24,1,12.0,27,37.0,13.0,3.0,13.0,25,0,12.0,25,20.0,2.0,1.0,8.0
2010,2011-02-11,27,12,2011-02-10,1.82,2.15,1,2,False,True,32,0,15.0,31,22.0,6.0,17.0,23.0,39,0,19.0,33,15.0,9.0,10.0,16.0
2010,2011-02-11,15,0,2011-02-10,1.48,2.96,2,1,True,False,25,2,10.0,31,20.0,5.0,9.0,17.0,32,0,12.0,26,24.0,8.0,4.0,16.0
2010,2011-02-11,18,26,2011-02-10,1.63,2.49,2,1,True,False,26,0,16.0,30,35.0,3.0,5.0,21.0,33,0,14.0,21,34.0,4.0,5.0,18.0
2010,2011-02-11,20,31,2011-02-10,1.91,2.03,2,3,False,True,26,1,9.0,29,51.0,9.0,1.0,14.0,27,0,7.0,29,41.0,4.0,2.0,8.0
2010,2011-02-12,17,13,2011-02-11,1.99,1.95,3,2,True,False,35,1,13.0,29,19.0,9.0,7.0,11.0,29,1,17.0,25,26.0,6.0,5.0,16.0
2010,2011-02-12,1,26,2011-02-11,1.65,2.45,1,4,False,True,23,0,7.0,17,31.0,7.0,7.0,25.0,28,0,13.0,27,30.0,7.0,5.0,20.0
2010,2011-02-12,12,7,2011-02-11,2.05,1.89,2,1,True,False,23,1,4.0,30,18.0,7.0,15.0,7.0,32,0,8.0,22,20.0,3.0,6.0,9.0
2010,2011-02-12,9,18,2011-02-11,2.4,1.67,9,3,True,False,36,2,181.0,37,22.0,7.0,4.0,22.0,38,3,156.0,34,18.0,6.0,8.0,16.0
2010,2011-02-12,25,22,2011-02-11,1.71,2.33,3,1,True,False,32,0,17.0,30,27.0,7.0,0.0,9.0,32,0,19.0,25,26.0,8.0,1.0,16.0
2010,2011-02-12,29,19,2011-02-11,1.79,2.19,4,5,False,True,35,0,7.0,29,26.0,5.0,3.0,8.0,27,0,11.0,28,29.0,9.0,2.0,11.0
2010,2011-02-12,4,16,2011-02-11,1.96,1.98,4,3,True,False,35,1,14.0,27,39.0,12.0,16.0,14.0,26,1,12.0,29,16.0,9.0,15.0,15.0
2010,2011-02-12,2,21,2011-02-11,1.77,2.21,4,5,False,True,25,0,2.0,23,20.0,4.0,11.0,15.0,30,1,6.0,25,13.0,14.0,5.0,26.0
2010,2011-02-12,8,30,2011-02-11,1.76,2.24,3,5,False,True,18,0,20.0,24,18.0,9.0,24.0,16.0,25,1,22.0,26,11.0,10.0,19.0,10.0
2010,2011-02-12,23,10,2011-02-11,1.72,2.31,1,6,False,True,26,1,14.0,36,24.0,2.0,8.0,12.0,34,2,6.0,28,9.0,3.0,4.0,13.0
2010,2011-02-13,17,0,2011-02-12,1.89,2.06,2,3,False,True,43,0,6.0,27,18.0,16.0,6.0,22.0,17,0,4.0,24,18.0,16.0,6.0,8.0
2010,2011-02-13,28,16,2011-02-12,1.9,2.04,3,2,True,False,25,0,8.0,34,22.0,5.0,2.0,8.0,33,2,6.0,24,20.0,5.0,3.0,13.0
2010,2011-02-13,4,25,2011-02-12,1.61,2.53,1,2,False,True,30,1,2.0,25,36.0,3.0,11.0,13.0,39,0,12.0,33,31.0,10.0,7.0,15.0
2010,2011-02-13,15,26,2011-02-12,1.58,2.63,0,1,False,True,40,0,14.0,35,23.0,6.0,9.0,8.0,25,0,14.0,23,20.0,7.0,7.0,15.0
2010,2011-02-13,20,7,2011-02-12,2.1,1.85,3,2,True,False,22,0,19.0,24,36.0,6.0,6.0,23.0,30,0,13.0,29,29.0,8.0,0.0,11.0
2010,2011-02-13,13,18,2011-02-12,1.9,2.05,5,3,True,False,31,3,12.0,30,30.0,8.0,3.0,26.0,29,1,12.0,20,34.0,5.0,1.0,14.0
2010,2011-02-13,6,0,2011-02-12,1.71,2.32,4,3,True,False,41,1,16.0,35,24.0,9.0,7.0,20.0,34,1,14.0,28,16.0,8.0,3.0,14.0
2010,2011-02-13,10,23,2011-02-12,1.67,2.4,4,2,True,False,36,0,6.0,34,20.0,10.0,8.0,6.0,25,1,6.0,25,25.0,6.0,1.0,8.0
2010,2011-02-13,3,2,2011-02-12,1.45,3.06,4,2,True,False,33,2,6.0,30,29.0,9.0,5.0,10.0,26,0,6.0,26,29.0,5.0,1.0,17.0
2010,2011-02-13,5,22,2011-02-12,1.51,2.84,5,3,True,False,39,1,4.0,32,18.0,8.0,13.0,12.0,18,0,6.0,29,19.0,4.0,4.0,17.0
2010,2011-02-13,31,9,2011-02-12,1.48,2.95,6,7,False,True,28,0,12.0,29,14.0,9.0,4.0,11.0,26,2,16.0,38,13.0,2.0,6.0,18.0
2010,2011-02-13,19,29,2011-02-12,1.64,2.46,3,1,True,False,31,1,35.0,29,36.0,7.0,2.0,17.0,25,1,37.0,32,20.0,3.0,1.0,6.0
2010,2011-02-14,8,21,2011-02-13,2.34,1.7,0,4,False,True,12,0,25.0,25,27.0,10.0,18.0,10.0,22,0,21.0,28,17.0,12.0,11.0,16.0
2010,2011-02-15,22,2,2011-02-14,1.88,2.07,1,9,False,True,23,1,19.0,32,23.0,11.0,8.0,7.0,33,1,6.0,35,8.0,8.0,0.0,12.0
2010,2011-02-15,29,3,2011-02-14,2.3,1.72,3,2,True,False,34,2,2.0,22,28.0,7.0,3.0,12.0,25,0,10.0,32,14.0,2.0,2.0,12.0
2010,2011-02-15,28,1,2011-02-14,1.8,2.17,3,2,True,False,18,1,10.0,35,28.0,4.0,4.0,20.0,31,0,6.0,40,23.0,5.0,3.0,9.0
2010,2011-02-16,5,7,2011-02-15,1.75,2.26,1,2,False,True,31,1,8.0,36,24.0,10.0,15.0,12.0,50,0,4.0,33,14.0,10.0,7.0,11.0
2010,2011-02-16,19,3,2011-02-15,2.09,1.86,1,4,False,True,29,1,4.0,28,20.0,4.0,16.0,8.0,14,1,10.0,27,14.0,3.0,4.0,12.0
2010,2011-02-16,6,15,2011-02-15,2.06,1.89,3,4,False,True,27,1,13.0,33,24.0,10.0,11.0,14.0,29,1,15.0,36,30.0,5.0,9.0,17.0
2010,2011-02-16,8,4,2011-02-15,2.25,1.75,4,1,True,False,30,2,6.0,22,25.0,10.0,17.0,26.0,25,1,10.0,30,16.0,12.0,9.0,16.0
2010,2011-02-16,23,27,2011-02-15,1.44,3.1,3,4,False,True,35,1,6.0,31,19.0,2.0,10.0,13.0,28,2,8.0,28,25.0,6.0,3.0,16.0
2010,2011-02-16,30,9,2011-02-15,1.79,2.2,3,4,False,True,31,2,8.0,48,19.0,5.0,11.0,7.0,28,0,10.0,25,21.0,8.0,11.0,19.0
2010,2011-02-17,12,0,2011-02-16,1.77,2.22,3,2,True,False,22,0,11.0,30,8.0,7.0,7.0,13.0,27,0,9.0,27,8.0,2.0,2.0,9.0
2010,2011-02-17,20,15,2011-02-16,2.25,1.75,2,4,False,True,35,1,8.0,37,28.0,12.0,9.0,8.0,35,0,6.0,32,25.0,5.0,5.0,20.0
2010,2011-02-17,25,26,2011-02-16,1.95,1.99,3,4,False,True,24,0,6.0,36,47.0,8.0,1.0,10.0,29,0,4.0,29,21.0,1.0,2.0,12.0
2010,2011-02-17,31,27,2011-02-16,1.51,2.84,1,2,False,True,24,0,8.0,20,15.0,9.0,7.0,18.0,30,0,8.0,30,20.0,6.0,4.0,7.0
2010,2011-02-17,16,19,2011-02-16,1.56,2.66,3,1,True,False,37,2,4.0,28,33.0,9.0,5.0,10.0,34,1,12.0,25,32.0,4.0,5.0,16.0
2010,2011-02-17,21,1,2011-02-16,1.76,2.24,6,7,False,True,21,1,13.0,25,27.0,3.0,9.0,16.0,31,0,23.0,37,24.0,4.0,7.0,12.0
